n_heliostats,receiver_area,max_heat_flux,avg_heat_flux,heat_stored,residence_time,particle_velocity,heliostat_efficiency,bdr_efficiency,solar_field_efficiency,receiver_efficiency,thermal_efficiency,mass_flow_rate,temp_parts_avg,temp_parts_max,temp_parts_min,temp_parts_std,iterations,solve_time_res,simulation_status,case_name,focal_height,receiver_power,thickness,simulation_time,success
8891,18.25682071006684,4.076833458273504,1.5,30.000938153624364,24.82979946142237,0.09245790569585853,0.6695621698268444,0.7309569240467033,0.49109798892013173,0.8482556510294695,0.41657664431070957,93.6248187259057,1200.0000000000002,1324.58545920697,950.0,84.51310835916179,13,True,converged,zf40_Q1.50_P30.0_tz0.070,40,30,0.07,56.7774715423584,True
2294,18.25682071006684,2.6472851631550056,0.5,10.00092301664683,31.74088162671106,0.07232663805782089,0.7834230029978019,0.8877958408582062,0.6954587269234723,0.7739020575189761,0.538216939685603,31.316779126348013,1199.2226361524577,1386.77440216005,950.0,122.67463370570614,6,False,standard,zf50_Q0.50_P10.0_tz0.030,50,10,0.03,45.316304445266724,True
2303,18.25682071006684,2.797845454841049,0.5,10.00123278291771,53.02188822346696,0.04329742553444577,0.7833508120396061,0.887465943558961,0.6951322809543627,0.7712635954515529,0.5361302223233009,31.216856924920446,1199.9999999999998,1388.7479694509075,950.0,122.58684981190709,7,True,converged,zf50_Q0.50_P10.0_tz0.050,50,10,0.05,48.18039345741272,True
2305,18.25682071006684,2.6559862803137357,0.5,10.002569377514446,74.21864011567192,0.030931734311937475,0.7831909173638217,0.8874734242949541,0.6949888080444767,0.7708564729140756,0.5357366212839229,31.220964480219926,1199.999999999978,1381.9664093615493,950.0,122.20876608260659,8,True,converged,zf50_Q0.50_P10.0_tz0.070,50,10,0.07,59.542144775390625,True
3476,18.25682071006684,3.210876246362337,0.5,15.003183178143926,21.26983693442423,0.10793271542838052,0.7596610894333266,0.8697705845360009,0.6605283066019249,0.806720144794558,0.532861491142809,46.774253225698104,1200.2641472464684,1355.259595196405,950.0,106.58323055178728,6,False,standard,zf50_Q0.50_P15.0_tz0.030,50,15,0.03,45.13345456123352,True
3471,18.25682071006684,3.3695950849520613,0.5,15.003035240224948,35.404537916253545,0.06484228836658114,0.7597168954578714,0.8698373280496093,0.660632633378296,0.8077466856853283,0.5336238200668891,46.825285167651714,1199.9999999999998,1361.9521192692469,950.0,107.87005907697012,6,True,converged,zf50_Q0.50_P15.0_tz0.050,50,15,0.05,563.6244342327118,True
3472,18.25682071006684,3.3248040994303936,0.5,15.004460823372257,49.541561021274944,0.04633909811734448,0.7595746411994617,0.8699672750573477,0.660619880057636,0.8076063600570571,0.5335208167146771,46.82970353002879,1199.9999999999998,1368.4493784854267,950.0,107.7412362801638,12,True,converged,zf50_Q0.50_P15.0_tz0.070,50,15,0.07,113.77974367141724,True
4782,18.25682071006684,3.628061854423374,0.5,19.961260384090966,15.95661535348388,0.14387206849289846,0.7382453076705727,0.8472687728541474,0.6253839000533247,0.8256910675439383,0.5163739000598212,62.29713426969388,1199.9999999999488,1343.9390708915803,950.0,97.62277585711225,11,True,converged,zf50_Q0.50_P20.0_tz0.030,50,20,0.03,90.13511991500854,True
4759,18.25682071006684,3.6988371295640317,0.5,20.00160505215472,26.459903791565715,0.08676188980638103,0.7380043773341523,0.8483324880214341,0.6259873837645862,0.8288849496586987,0.5188715210786895,62.63295850848222,1199.191415473836,1345.9797471157788,950.0,97.88397152591253,6,False,standard,zf50_Q0.50_P20.0_tz0.050,50,20,0.05,54.558900594711304,True
4769,18.25682071006684,3.768971467852035,0.5,20.003041686434454,37.056331918328134,0.06195192935207397,0.7381419584806437,0.8478979922207752,0.6257745772790628,0.8274875987484039,0.5178207023104492,62.57329615140067,1199.4380702988697,1348.6940612398905,950.0,97.8875490947449,5,False,standard,zf50_Q0.50_P20.0_tz0.070,50,20,0.07,63.82434701919556,True
6216,18.25682071006684,4.070839325751718,0.5,25.003895626447,12.70672193233596,0.18066904031394293,0.7218105475815645,0.8168401726372068,0.5897881053607127,0.8419985697248629,0.4966007411544568,78.38472273068186,1198.9170184372952,1340.4423924092137,950.0,92.65060625285369,14,True,converged,zf50_Q0.50_P25.0_tz0.030,50,25,0.03,92.52415323257446,True
6220,18.25682071006684,4.21155000603029,0.5,25.022627680497173,21.13908071617854,0.10860033545802553,0.7216066937442385,0.8170262829321279,0.5897886770879865,0.842086665803317,0.4966531806175718,78.38716802094922,1199.0893094864637,1340.3624873037927,950.0,92.43673403802107,14,True,converged,zf50_Q0.50_P25.0_tz0.050,50,25,0.05,117.50991749763489,True
6226,18.25682071006684,4.2553323412346264,0.5,25.002743234770076,29.636243918732966,0.07746296269346592,0.7216801241340091,0.8167556310165691,0.5896397111858052,0.8408189897530332,0.4957802662775189,78.33758325110173,1199.050028896997,1333.9935740687108,950.0,92.1644930782693,6,False,standard,zf50_Q0.50_P25.0_tz0.070,50,25,0.07,94.05424571037292,True
7954,18.25682071006684,4.570784128152791,0.5,29.904714426641167,10.667128490963567,0.21521361245400125,0.7056994574340951,0.777577608710048,0.54968825442167,0.8471512712259153,0.4656691035112721,93.32590750714431,1199.9999999999384,1322.4568853889425,950.0,88.21474997247073,12,True,converged,zf50_Q0.50_P30.0_tz0.030,50,30,0.03,119.32482504844666,True
7952,18.25682071006684,4.447581392555809,0.5,30.000509013216032,17.712040360890512,0.12961303216767547,0.7057323166931281,0.7777603107137167,0.5498414369243207,0.847082047994018,0.46576081046182727,93.68579474589777,1199.8426111926547,1324.3301852426903,950.0,87.76964285878807,6,False,standard,zf50_Q0.50_P30.0_tz0.050,50,30,0.05,91.69779086112976,True
7916,18.25682071006684,4.553494670108063,0.5,30.002255404751065,24.80911173679705,0.0925350041310126,0.705936908390788,0.7786891951560121,0.5506574219697365,0.8497228809913698,0.467906211035405,93.6306076932134,1199.9999999999382,1336.986479326837,950.0,89.02333268920411,10,True,converged,zf50_Q0.50_P30.0_tz0.070,50,30,0.07,105.03153848648071,True
2297,18.25682071006684,2.7978383097543955,0.75,10.005706920715125,31.846472090682596,0.07208683117282967,0.7835056204606223,0.887601150569651,0.6953770462638783,0.7733518404322562,0.5377711185225165,31.230860337966586,1200.0,1386.7330820607604,950.0,122.79132082800714,9,True,converged,zf50_Q0.75_P10.0_tz0.030,50,10,0.03,106.65561604499817,True
2302,18.25682071006684,2.691764242087181,0.75,10.000064750282789,52.95730757689574,0.04335022609897266,0.7832271075178936,0.8876362066931264,0.6951550410153734,0.7714832620309726,0.5363004786598148,31.281074571610247,1199.4759379442005,1378.8334379499715,950.0,122.19796527549352,4,False,standard,zf50_Q0.75_P10.0_tz0.050,50,10,0.05,84.76220297813416,True
2304,18.25682071006684,2.4976842127573424,0.75,10.002706256398481,74.14999096041511,0.030960371367770374,0.7834262437163166,0.8874724194203769,0.6952043825535493,0.7709624589704311,0.5359764802605047,31.318020808157993,1199.2549735550301,1384.5318642905922,950.0,121.87353463563568,5,False,standard,zf50_Q0.75_P10.0_tz0.070,50,10,0.07,89.20162343978882,True
3487,18.25682071006684,3.1476524919850153,0.75,15.003279606185487,21.279448730765495,0.10788396288350105,0.7595696690554715,0.8693655581837484,0.660157831484737,0.8046317542893835,0.5311839540554391,46.71640254891427,1200.5653644553609,1358.2327822868563,950.0,107.0365244500171,5,False,standard,zf50_Q0.75_P15.0_tz0.030,50,15,0.03,89.29058790206909,True
3472,18.25682071006684,3.324671904922365,0.75,15.0019717418969,35.36171298376853,0.06492081585824275,0.7598614473477779,0.8696860852878355,0.6606497388663145,0.80743589207361,0.5334323112497201,46.84582580846662,1199.8772539318568,1367.993471628972,950.0,108.0070462489423,4,False,standard,zf50_Q0.75_P15.0_tz0.050,50,15,0.05,87.25865173339844,True
3479,18.25682071006684,3.2361279582724944,0.75,15.000975545753144,49.496011220374115,0.04638174269902139,0.7598782156462549,0.869431131718918,0.6604606546861117,0.8059884446880006,0.5323236558480778,46.8985793589779,1199.5896096513586,1355.4622507998836,950.0,107.70200724530942,5,False,standard,zf50_Q0.75_P15.0_tz0.070,50,15,0.07,84.2750952243805,True
4781,18.25682071006684,3.734085127117491,0.75,20.002980228629514,15.881304255319618,0.14455432753782135,0.7380734958075534,0.8475754717997908,0.6254697541789013,0.8258103857159389,0.5165194189521319,62.59668222123778,1199.3460285018923,1339.7870046093606,950.0,96.60401640936918,5,False,standard,zf50_Q0.75_P20.0_tz0.030,50,20,0.03,87.27404642105103,True
4754,18.25682071006684,3.7692088535933075,0.75,20.000612684283002,26.469766649415178,0.08672956159596479,0.7384861705199012,0.8482399935981023,0.6263102430827656,0.8292878445276195,0.5193914714916761,62.582939761362496,1199.3722833398126,1347.7384984470389,950.0,98.37449062793492,5,False,standard,zf50_Q0.75_P20.0_tz0.050,50,20,0.05,86.19947481155396,True
4769,18.25682071006684,3.804659799835013,0.75,20.002275705668612,37.05611785834091,0.0619522872262921,0.7382633787054047,0.8476962327733785,0.6257261276734801,0.8275199810122483,0.5178008732912259,62.55027300224811,1199.5177742210228,1347.3797185046014,950.0,98.17249160004317,5,False,standard,zf50_Q0.75_P20.0_tz0.070,50,20,0.07,85.83040475845337,True
6219,18.25682071006684,4.211904385307347,0.75,25.00271794446324,12.761794058456035,0.17988938283564584,0.7219362195730439,0.8166306928189079,0.5897389848496662,0.841622851408908,0.4963378060161709,78.02919075147557,1199.999951394114,1343.5407514328979,950.0,92.24220952404572,12,True,converged,zf50_Q0.75_P25.0_tz0.030,50,25,0.03,109.3779833316803,True
6240,18.25682071006684,4.141288483633748,0.75,25.0027373038064,21.17775924720873,0.10840199051530192,0.721510915621079,0.8163974468526227,0.5892576019482254,0.8394763508864513,0.49466782141559734,78.26519848871033,1199.2717997799848,1327.1942665621095,950.0,91.60473217270717,7,False,standard,zf50_Q0.75_P25.0_tz0.050,50,25,0.05,84.99054217338562,True
6227,18.25682071006684,4.2025403858605115,0.75,25.00144139299478,29.63416199053092,0.07746840480202621,0.7215659634640743,0.81684811166549,0.5896324135264408,0.8406505934034635,0.49567483832091885,78.32324596513828,1199.0814096484853,1335.566296274792,950.0,92.05669605265054,6,False,standard,zf50_Q0.75_P25.0_tz0.070,50,25,0.07,90.54637742042542,True
7918,18.25682071006684,4.562263858391848,0.75,30.0002307414698,10.636290810883164,0.21583757889566843,0.7060491883459847,0.7783146104905788,0.5504783895006609,0.8497271898581285,0.4677564549880248,93.62418100773766,1200.0000000000002,1334.4139748430546,950.0,88.72168918205246,12,True,converged,zf50_Q0.75_P30.0_tz0.030,50,30,0.03,110.49347138404846,True
7898,18.25682071006684,4.509173199586615,0.75,30.001374509839522,17.65179189795511,0.13005542271984394,0.706226791814187,0.7788934515526197,0.5510008031902458,0.8511037084243293,0.4689588269400022,94.00465106990556,1199.03218670196,1333.9241525373443,950.0,88.55461093607235,7,False,standard,zf50_Q0.75_P30.0_tz0.050,50,30,0.05,86.43919491767883,True
7913,18.25682071006684,4.544404899279744,0.75,30.002274552135177,24.802870044188108,0.09255829075269484,0.7059835988475658,0.7785578292944662,0.5506100377987116,0.8501187258147738,0.4680839037542652,93.6306891503778,1199.9999999999998,1335.6176182541194,950.0,89.07817095141345,10,True,converged,zf50_Q0.75_P30.0_tz0.070,50,30,0.07,105.08941102027893,True
2296,18.25682071006684,2.6567149196566384,1.0,10.003591563728975,31.773162752718445,0.07225315512082132,0.7833919386793045,0.8876752877180848,0.6953296968675883,0.7735777709375701,0.5378915969695253,31.300687543535368,1199.4101608603912,1385.4399431528982,950.0,122.372776003746,6,False,standard,zf50_Q1.00_P10.0_tz0.030,50,10,0.03,78.48993754386902,True
2302,18.25682071006684,2.6740589991416,1.0,10.000769266785754,52.984392001907764,0.04332806644206861,0.7834851863341479,0.887375099543324,0.6951791299769218,0.7715108790546553,0.5363382616689454,31.27989163660951,1199.501932008214,1381.6356007474442,950.0,122.13594330309823,6,False,standard,zf50_Q1.00_P10.0_tz0.050,50,10,0.05,88.07596898078918,True
2303,18.25682071006684,2.7188000594118877,1.0,10.008331658728016,74.25025461760546,0.030918564102902515,0.7831404403417986,0.8874631616427975,0.6949261695249587,0.7720399534870344,0.536510767596972,31.239033585390544,1200.0000000000002,1392.7522312798208,950.0,122.7271225147008,12,True,converged,zf50_Q1.00_P10.0_tz0.070,50,10,0.07,181.2164900302887,True
3460,18.25682071006684,3.2274679828826685,1.0,15.00262737919296,21.194248864584065,0.10831765125148828,0.7598882834558001,0.870035477454728,0.6609330381048354,0.809924346809921,0.5353057591721554,46.97630728445868,1199.217753875854,1370.3320833508574,950.0,108.00023121049159,8,True,converged,zf50_Q1.00_P15.0_tz0.030,50,15,0.03,97.73709511756897,True
3471,18.25682071006684,3.1846798472210307,1.0,15.00051930650413,35.307359528165186,0.06502075736419616,0.7595565441119377,0.8700694443873305,0.6606782547571196,0.8075554631751283,0.5335343340301211,46.96512050265613,1199.2407445074195,1361.1255520456648,950.0,107.59471233373033,4,False,standard,zf50_Q1.00_P15.0_tz0.050,50,15,0.05,84.25581192970276,True
3480,18.25682071006684,3.244938082429028,1.0,15.00348505068179,49.43922404284208,0.04643501797402596,0.7597412614334887,0.8694710474228204,0.6603886093025295,0.8059795525299315,0.5322597158215164,46.92708036633589,1199.4830332593694,1356.3382235620013,950.0,107.25533098826807,5,False,standard,zf50_Q1.00_P15.0_tz0.070,50,15,0.07,86.82498598098755,True
4739,18.25682071006684,3.8224684824173703,1.0,20.000717892177434,15.882747041097767,0.14454119624967568,0.7386933651590464,0.848405594430963,0.6266104504330198,0.8315185337723925,0.5210382029905231,62.51091183612434,1199.6512018055498,1356.5186772196541,950.0,98.65383339957076,5,False,standard,zf50_Q1.00_P20.0_tz0.030,50,20,0.03,83.60843873023987,True
4757,18.25682071006684,3.6991180666899433,1.0,20.001324408611083,26.46649390993494,0.08674028622240397,0.7384005322346797,0.8479551580330287,0.6260267054513688,0.8291697205869181,0.5190823884390604,62.630952421260254,1199.19603551014,1348.9610018190806,950.0,98.15250716413465,4,False,standard,zf50_Q1.00_P20.0_tz0.050,50,20,0.05,83.90259718894958,True
4768,18.25682071006684,3.9456876826293836,1.0,20.00267437919202,37.10095840132053,0.06187741114983048,0.7382898078115048,0.8477642699289117,0.6258014211097596,0.827610449037276,0.5179197951328135,62.49650333186815,1199.7295706941213,1344.274153354833,950.0,97.947619077564,4,False,standard,zf50_Q1.00_P20.0_tz0.070,50,20,0.07,83.47940397262573,True
6208,18.25682071006684,4.246655676482322,1.0,25.001330741466454,12.706953507478048,0.1806657477498632,0.721961874959672,0.8170230550392545,0.5900440917890475,0.8426314080980142,0.497189683904119,78.27284004822445,1199.2357652874148,1339.5244005526995,950.0,92.63480968548767,5,False,standard,zf50_Q1.00_P25.0_tz0.030,50,25,0.03,91.13649320602417,True
6234,18.25682071006684,4.1854128592668305,1.0,24.954586694132644,21.26270049842578,0.10796894106753914,0.7215906722763875,0.8166186108837591,0.5894742429229787,0.8399680373030527,0.4951395228687173,77.99270833542262,1199.6473939083749,1329.2765069202903,950.0,91.55063345325689,13,True,converged,zf50_Q1.00_P25.0_tz0.050,50,25,0.05,58.55927848815918,True
6234,18.25682071006684,4.1314061078328095,1.0,25.001297382725685,29.76878944138457,0.07711805888417385,0.7215159907193158,0.8166438012728539,0.5894334894718587,0.8399851969371734,0.4951154057353846,78.02481085443459,1199.9999999999998,1334.9342742487504,950.0,92.43573440876295,8,True,converged,zf50_Q1.00_P25.0_tz0.070,50,25,0.07,37.501564502716064,True
7922,18.25682071006684,4.729129368928347,1.0,30.005312874114264,10.588657094303404,0.21680853734382793,0.7061857015163839,0.7781632079478978,0.5504373097934496,0.8495054115494413,0.4675994733882517,94.04172522050101,1198.968933980333,1328.531874612559,950.0,88.5353229018221,13,True,converged,zf50_Q1.00_P30.0_tz0.030,50,30,0.03,40.58792209625244,True
7949,18.25682071006684,4.50882911559807,1.0,30.001774858024053,17.70567034504976,0.12965966339100596,0.7058779458428455,0.7775825846648102,0.5498154141660891,0.8474776063818077,0.46595625114929945,93.74855294423492,1199.6911877989842,1320.9783803089172,950.0,87.6193614029464,5,False,standard,zf50_Q1.00_P30.0_tz0.050,50,30,0.05,42.57475256919861,True
7905,18.25682071006684,4.6233374307219375,1.0,30.000627937382614,24.80287538534721,0.0925582708207898,0.7060873878422529,0.7789095195855266,0.5509184929409129,0.8504559260798498,0.46853189710857923,93.62550124281782,1200.00000000002,1336.5715976768147,950.0,88.94929950271764,8,True,converged,zf50_Q1.00_P30.0_tz0.070,50,30,0.07,47.01355457305908,True
2296,18.25682071006684,2.559435613491567,1.25,10.00142840051989,31.780518788061745,0.07223643114075422,0.783393328649046,0.8877484928052949,0.6953876252149226,0.773346065579685,0.537775284012761,31.300697794841277,1199.3581265943656,1387.2141859510075,950.0,122.47527042459565,6,False,standard,zf50_Q1.25_P10.0_tz0.030,50,10,0.03,45.112682819366455,True
2303,18.25682071006684,2.665735902479677,1.25,10.000374293467615,53.04038460675488,0.04328232674162965,0.7832204819671946,0.8876955061571005,0.6951853176770564,0.7711385556501276,0.5360842017826604,31.205149746766466,1200.0695484075184,1383.7109763421965,950.0,122.40008409538832,6,False,standard,zf50_Q1.25_P10.0_tz0.050,50,10,0.05,63.86277532577515,True
2303,18.25682071006684,2.709689172013723,1.25,10.000537567838329,74.14564312371748,0.03096218685730063,0.783165063102361,0.8877613902085604,0.6951859012591414,0.771150498543109,0.5360929543361275,31.28710098706358,1199.4402201780101,1384.440068661521,950.0,121.66563107935161,5,False,standard,zf50_Q1.25_P10.0_tz0.070,50,10,0.07,49.03423810005188,True
3464,18.25682071006684,3.3689487528377766,1.25,15.000998639521193,21.18128249377807,0.10838395917365369,0.7597944899057306,0.8700889963075282,0.6609098777391549,0.8089296189546055,0.5346295755628695,46.93065323834742,1199.4260525081777,1364.2995991722908,950.0,108.33911320811745,5,False,standard,zf50_Q1.25_P15.0_tz0.030,50,15,0.03,48.950345516204834,True
3473,18.25682071006684,3.2719873552197085,1.25,15.00521594611469,35.403611877925876,0.06484398442077155,0.759837835500538,0.8696055474969303,0.6605696606785194,0.8074758370117758,0.5333940396609722,46.83207939723761,1199.999999999994,1360.8280201366938,950.0,107.81956463878892,11,True,converged,zf50_Q1.25_P15.0_tz0.050,50,15,0.05,57.30289697647095,True
3471,18.25682071006684,3.3244975136725645,1.25,15.002439405693451,49.55799878114663,0.04632372802601195,0.7598813246301105,0.8696521715446375,0.6606400565743575,0.8077055308385255,0.533602627588585,46.823408570871294,1200.000000000003,1360.9691107038454,950.0,107.78216874498125,6,True,converged,zf50_Q1.25_P15.0_tz0.070,50,15,0.07,62.65707874298096,True
4756,18.25682071006684,3.752251461985189,1.25,20.003179560239325,15.884522553405203,0.14452503997730362,0.738707544865342,0.8475608714569725,0.6259973018979564,0.8294599437809755,0.5192396868393213,62.57107657331193,1199.4488528059608,1351.4676975289442,950.0,98.41208872620231,4,True,converged,zf50_Q1.25_P20.0_tz0.030,50,20,0.03,50.329055070877075,True
4759,18.25682071006684,3.566219722853689,1.25,20.000183570165476,26.471477988781633,0.08672395466638354,0.7385680612984841,0.8477314710865803,0.6260101103847875,0.8287959525015122,0.5188346457119367,62.61920214023149,1199.2274636755558,1348.7033869651714,950.0,98.17246016569361,4,False,standard,zf50_Q1.25_P20.0_tz0.050,50,20,0.05,62.68282508850098,True
4769,18.25682071006684,3.6550644144957034,1.25,20.000460864218223,37.2670518376654,0.06160163318127081,0.7381408091487743,0.8478724898836196,0.6257647287472754,0.8273938567120452,0.5177538923125751,62.25636462473556,1200.6327450781841,1345.6463785928609,950.0,98.16717693684629,2,False,standard,zf50_Q1.25_P20.0_tz0.070,50,20,0.07,65.71514821052551,True
6215,18.25682071006684,4.114257745635783,1.25,25.000971881102867,12.708659251804766,0.1806414989626268,0.7219194969525391,0.8169681177452189,0.5899579264950576,0.8417931936681838,0.4966225670741342,78.29420847295975,1199.1665127948345,1342.224827850873,950.0,92.49328675116142,6,True,converged,zf50_Q1.25_P25.0_tz0.030,50,25,0.03,67.96261715888977,True
6238,18.25682071006684,4.238449173042786,1.25,25.0005443563215,21.25739565079019,0.10799588504464472,0.7214184652631542,0.816842633178822,0.5895111742021544,0.8393106711074011,0.49478301924492224,78.00098107429383,1200.0651044101053,1329.7442750202104,950.0,91.09258675530928,7,False,standard,zf50_Q1.25_P25.0_tz0.050,50,25,0.05,75.5591471195221,True
6231,18.25682071006684,4.026644324033917,1.25,25.00255401958146,29.763837949219944,0.07713088819284593,0.7216486135448038,0.8167569817924031,0.5896002937830133,0.8401940923875002,0.4953786837064223,78.02859417026967,1200.0000000000002,1335.062804708541,950.0,92.0163178814299,9,True,converged,zf50_Q1.25_P25.0_tz0.070,50,25,0.07,81.01137351989746,True
7950,18.25682071006684,4.544373211336956,1.25,29.952016123442263,10.655042068158368,0.21545773750737165,0.7059193648035013,0.7775975673182773,0.549840840692817,0.8473005484086045,0.465880445856472,93.47378919751048,1199.9987955339418,1324.6738158872674,950.0,87.68218350637324,12,True,converged,zf50_Q1.25_P30.0_tz0.030,50,30,0.03,26850.810711622238,True
7903,18.25682071006684,4.5627821782424896,1.25,30.00073179564803,17.65785026497591,0.13001080100926998,0.7061229829563465,0.7788640164721052,0.5508971919100979,0.8507069867861122,0.46865209015876996,93.96214054002344,1199.1357056560537,1327.7519274915976,950.0,88.45220135938219,4,False,standard,zf50_Q1.25_P30.0_tz0.050,50,30,0.05,36.69330906867981,True
7917,18.25682071006684,4.491867107436835,1.25,30.001432202249454,24.798908970975422,0.09257307487753444,0.7059669880463263,0.7785538016076308,0.5505861524091186,0.849702214150829,0.46783427278281386,93.62794415600295,1200.0000000000439,1333.0167883440597,950.0,88.76075912956443,7,True,converged,zf50_Q1.25_P30.0_tz0.070,50,30,0.07,11229.159061193466,True
2295,18.25682071006684,2.6830738825467435,1.5,10.002456792091468,31.838298260328273,0.07210533798886518,0.7832254162428268,0.8879484677323211,0.6953947223879741,0.7737546920981235,0.538064929307967,31.22066256244768,1199.9999999999918,1384.9824976242853,950.0,122.5263702643423,7,True,converged,zf50_Q1.50_P10.0_tz0.030,50,10,0.03,35.953263998031616,True
2301,18.25682071006684,2.7972768462527777,1.5,10.002304573625542,52.96220761368983,0.04334621535787088,0.7832241424847944,0.8876549495746324,0.6951619229438555,0.7719837738400767,0.5366537247041221,31.296145137263675,1199.413893883534,1383.1382406222908,950.0,122.20981919417335,7,False,standard,zf50_Q1.50_P10.0_tz0.050,50,10,0.05,35.03997015953064,True
2304,18.25682071006684,2.7183532541862268,1.5,10.003503138176603,74.16738389209773,0.030953110876759237,0.7830429753528323,0.8878178299226076,0.6951248266338863,0.7711121213863937,0.5360191796940053,31.282409736868487,1199.5479970167921,1382.2262352517841,950.0,121.86013950822512,6,False,standard,zf50_Q1.50_P10.0_tz0.070,50,10,0.07,36.064075231552124,True
3476,18.25682071006684,3.272473375845318,1.5,15.001450701620406,21.262912389002153,0.10796786512832937,0.7597586873282215,0.8695833554067894,0.6604799157670749,0.8066860881205035,0.5327999595323013,46.82023519724429,1199.9998487795388,1356.1443830091982,950.0,107.23339978253688,9,True,converged,zf50_Q1.50_P15.0_tz0.030,50,15,0.03,38.39848875999451,True
3472,18.25682071006684,3.2544672995128514,1.5,15.003318125452024,35.410800487929876,0.06483082069364075,0.7597331309253921,0.8698124700054172,0.6606354987956355,0.8075257630398393,0.5334801852561504,46.826168620165966,1199.9999999999998,1368.844449665395,950.0,107.89437337585925,6,True,converged,zf50_Q1.50_P15.0_tz0.050,50,15,0.05,38.64610433578491,True
3477,18.25682071006684,3.2720155303766214,1.5,15.001875790742034,49.431601830096454,0.04644217812204344,0.7596169078023217,0.8697934666289665,0.6605165613382421,0.8064321904041147,0.5326618173581924,46.906777399933404,1199.5613104124282,1358.0724450735065,950.0,107.15998760023523,6,False,standard,zf50_Q1.50_P15.0_tz0.070,50,15,0.07,34.04320287704468,True
4772,18.25682071006684,3.7162574718219292,1.5,20.003139443509028,15.88617495569496,0.144510007188879,0.7383541887893459,0.8476150401953669,0.6257353255185203,0.8270233009994221,0.5174976944622746,62.5545543098899,1199.510773505355,1340.5625432050006,950.0,97.28903708344966,6,True,converged,zf50_Q1.50_P20.0_tz0.030,50,20,0.03,37.689692974090576,True
4751,18.25682071006684,3.8135336560728383,1.5,20.001368765917917,26.47913492881114,0.08669887680331183,0.7384381581736845,0.8482787081580172,0.6262967566652843,0.8298607338258176,0.5197390860789823,62.57836555804574,1199.3986632691613,1349.965935845703,950.0,98.09287522116587,6,False,standard,zf50_Q1.50_P20.0_tz0.050,50,20,0.05,34.59565758705139,True
4769,18.25682071006684,3.6460363619034157,1.5,20.00018804369539,37.04147764347016,0.06197677315003028,0.7379889503698452,0.8480245405957247,0.6257431185035807,0.8274111443991468,0.5177468297809386,62.594778687152676,1199.3209374336611,1346.0957718362479,950.0,97.74561349655126,4,False,standard,zf50_Q1.50_P20.0_tz0.070,50,20,0.07,35.3622841835022,True
6213,18.25682071006684,4.0704291754799575,1.5,25.002692105546952,12.753108191756624,0.18001190161118322,0.7219431889096927,0.8169382295814487,0.5899645716073297,0.8421126256939316,0.49681661446264397,78.02927657745431,1199.9999999624727,1347.6119783776073,950.0,92.78446931744037,7,True,converged,zf50_Q1.50_P25.0_tz0.030,50,25,0.03,41.31499433517456,True
6252,18.25682071006684,4.15832164090621,1.5,25.001417893492764,21.258910552291727,0.10798818930087593,0.721385109076639,0.8162598359640941,0.5890466100789735,0.8381209580811555,0.4936923091938461,78.02483919802248,1199.9999999512777,1330.444170624008,950.0,91.36230910301009,8,True,converged,zf50_Q1.50_P25.0_tz0.050,50,25,0.05,46.289061307907104,True
6230,18.25682071006684,4.149933355300325,1.5,25.001579110523643,29.759042663160862,0.07714331684107437,0.7216388280953837,0.8166275496155475,0.5895082515735354,0.840427387280361,0.4954388796501601,78.02559797695022,1200.0000000000002,1336.4487346062037,950.0,92.15404676055213,5,True,converged,zf50_Q1.50_P25.0_tz0.070,50,25,0.07,46.15200352668762,True
7914,18.25682071006684,4.509423436229317,1.5,30.00018533237552,10.639954799258591,0.21576325279231795,0.7060726332033879,0.7785178042559028,0.5506232113048507,0.8499317804875114,0.46799216636208296,93.6239604327175,1199.9999555072243,1338.8196051445398,950.0,88.49043931934199,10,True,converged,zf50_Q1.50_P30.0_tz0.030,50,30,0.03,48.11600184440613,True
7910,18.25682071006684,4.606501615352427,1.5,30.002284844317693,17.651365814042006,0.13005856210996347,0.7062311973340544,0.778554791715664,0.5507455115740028,0.8502322455845418,0.4682615930511716,94.00822953782342,1199.0302140437666,1328.70980451872,950.0,88.43695777917175,4,False,standard,zf50_Q1.50_P30.0_tz0.050,50,30,0.05,39.16580677032471,True
